Motor0_HasMotorID,Motor0_BusCurrent,Motor0_BusVoltage,Motor0_HeatsinkTemp,Motor0_MotorTemp,Motor0_Rail15V,Motor0_Rail3V3,Motor0_Rail1V9,Motor0_DSPTemp,Motor0_ErrorFlags,Motor0_LimitFlags,Motor0_ReceiveErrorCount,Motor0_TransmitErrorCount,Motor0_MotorVelocity,Motor0_VehicleVelocity,Motor0_PhaseBCurrent,Motor1_HasMotorID,Motor1_BusCurrent,Motor1_BusVoltage,Motor1_HeatsinkTemp,Motor1_MotorTemp,Motor1_Rail15V,Motor1_Rail3V3,Motor1_Rail1V9,Motor1_DSPTemp,Motor1_ErrorFlags,Motor1_LimitFlags,Motor1_ReceiveErrorCount,Motor1_TransmitErrorCount,Motor1_MotorVelocity,Motor1_VehicleVelocity,Motor1_PhaseBCurrent,DriveMode,ThrottleADC,RegenADC,BrakePedalADC,CruiseDownOn,CruiseUpOn,ReverseOn,HornOn,LockOn,RearviewOn,PowerSaveOn,LeftTurnOn,RightTurnOn,MPPT_A0_Current,MPPT_A0_Power,MPPT_A0_Temperature,MPPT_A0_VoltageIn,MPPT_A0_VoltageOut,MPPT_A1_Current,MPPT_A1_Power,MPPT_A1_Temperature,MPPT_A1_VoltageIn,MPPT_A1_VoltageOut,MPPT_B0_Current,MPPT_B0_Power,MPPT_B0_Temperature,MPPT_B0_VoltageIn,MPPT_B0_VoltageOut,MPPT_B1_Current,MPPT_B1_Power,MPPT_B1_Temperature,MPPT_B1_VoltageIn,MPPT_B1_VoltageOut,MPPT_C0_Current,MPPT_C0_Power,MPPT_C0_Temperature,MPPT_C0_VoltageIn,MPPT_C0_VoltageOut,MPPT_C1_Current,MPPT_C1_Power,MPPT_C1_Temperature,MPPT_C1_VoltageIn,MPPT_C1_VoltageOut,CellVoltages_0,CellVoltages_1,CellVoltages_2,CellVoltages_3,CellVoltages_4,CellVoltages_5,CellVoltages_6,CellVoltages_7,CellVoltages_8,CellVoltages_9,CellVoltages_10,CellVoltages_11,CellVoltages_12,CellVoltages_13,CellVoltages_14,CellVoltages_15,CellVoltages_16,CellVoltages_17,CellVoltages_18,CellVoltages_19,CellVoltages_20,CellVoltages_21,CellVoltages_22,CellVoltages_23,CellVoltages_24,CellVoltages_25,CellVoltages_26,CellVoltages_27,CellVoltages_28,CellVoltages_29,CellVoltages_30,MCP_HighVoltVS_RawData,MCP_HighVoltVS_Voltage,MCP_HighVoltVS_Current,MCP_LowVoltVS_RawData,MCP_LowVoltVS_Voltage,MCP_LowVoltVS_Current,MCP_MC0IS_RawData,MCP_MC0IS_Voltage,MCP_MC0IS_Current,MCP_MC1IS_RawData,MCP_MC1IS_Voltage,MCP_MC1IS_Current,MCP_BattIS_RawData,MCP_BattIS_Voltage,MCP_BattIS_Current,MCP_ArrayIS_RawData,MCP_ArrayIS_Voltage,MCP_ArrayIS_Current,MCP_Initialized,Battery_ChargeEnabled,BoardStatus_HighsideOn,BoardStatus_LowsideOn,BoardStatus_PrechargeOn,BoardStatus_LowVoltageOn,BoardStatus_HighVoltageBuckOn,BoardStatus_BuzzerOn,BoardStatus_HC0ADC,BoardStatus_HC1ADC,Thermistor_RawValue0,Thermistor_Temperature0,Thermistor_RawValue1,Thermistor_Temperature1,Thermistor_RawValue2,Thermistor_Temperature2,Thermistor_RawValue3,Thermistor_Temperature3,Thermistor_RawValue4,Thermistor_Temperature4,Thermistor_RawValue5,Thermistor_Temperature5,Thermistor_RawValue6,Thermistor_Temperature6,Thermistor_RawValue7,Thermistor_Temperature7,Thermistor_RawValue8,Thermistor_Temperature8,Thermistor_RawValue9,Thermistor_Temperature9,Thermistor_RawValue10,Thermistor_Temperature10,Thermistor_RawValue11,Thermistor_Temperature11,Thermistor_RawValue12,Thermistor_Temperature12,Thermistor_RawValue13,Thermistor_Temperature13,Thermistor_RawValue14,Thermistor_Temperature14,Thermistor_RawValue15,Thermistor_Temperature15,Thermistor_RawValue16,Thermistor_Temperature16,Thermistor_RawValue17,Thermistor_Temperature17,Thermistor_RawValue18,Thermistor_Temperature18,Thermistor_RawValue19,Thermistor_Temperature19,Thermistor_RawValue20,Thermistor_Temperature20,Thermistor_RawValue21,Thermistor_Temperature21,Thermistor_RawValue22,Thermistor_Temperature22,Thermistor_RawValue23,Thermistor_Temperature23,Thermistor_RawValue24,Thermistor_Temperature24,Thermistor_RawValue25,Thermistor_Temperature25,Thermistor_RawValue26,Thermistor_Temperature26,Thermistor_RawValue27,Thermistor_Temperature27,Thermistor_RawValue28,Thermistor_Temperature28,Thermistor_RawValue29,Thermistor_Temperature29,Thermistor_RawValue30,Thermistor_Temperature30,Thermistor_RawValue31,Thermistor_Temperature31,Thermistor_MaxTemp,Battery_MinCellVoltage,Battery_MaxCellVoltage,Battery_ThrottleCurrentLimit,Battery_RegenCurrentLimit,BMS_Flags,BMS_State
Yes,8.47,111.13,28.32,34.73,14.90,3.34,1.87,30.44,0x0,0x2,0,0,295.88,19.19,18.99,Yes,7.69,110.98,30.14,28.54,14.90,3.29,1.86,34.53,0x0,0x2,0,0,295.26,19.15,19.04,Manual,0.30,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,9.14,110.65,28.31,34.73,14.90,3.34,1.87,30.44,0x0,0x2,0,0,305.71,19.83,19.19,Yes,8.13,110.47,30.14,28.54,14.89,3.29,1.86,34.53,0x0,0x2,0,0,305.20,19.79,19.94,Manual,0.31,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,-3.67,120.65,28.30,34.73,14.90,3.34,1.87,30.49,0x0,0x2,0,0,280.14,18.17,18.19,Yes,-4.21,120.60,30.17,28.54,14.89,3.29,1.86,34.57,0x0,0x2,0,0,280.02,18.16,18.65,Manual,0.00,0.29,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,-3.38,120.31,28.30,34.73,14.89,3.34,1.87,30.50,0x0,0x2,0,0,255.67,16.58,18.28,Yes,-3.65,120.34,30.17,28.54,14.89,3.29,1.86,34.59,0x0,0x2,0,0,257.50,16.70,17.96,Manual,0.00,0.29,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,-3.20,120.21,28.30,34.73,14.89,3.34,1.87,30.52,0x0,0x2,0,0,231.48,15.01,20.82,Yes,-3.33,120.19,30.18,28.54,14.89,3.29,1.86,34.61,0x0,0x2,0,0,232.62,15.08,19.99,Manual,0.00,0.33,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,-2.58,119.84,28.30,34.73,14.89,3.34,1.87,30.54,0x0,0x2,0,0,208.26,13.51,19.99,Yes,-2.82,119.74,30.18,28.54,14.89,3.29,1.86,34.61,0x0,0x2,0,0,206.89,13.42,19.99,Manual,0.00,0.32,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,0.12,117.30,28.30,34.73,14.92,3.34,1.87,30.60,0x0,0x0,0,0,176.05,11.42,0.00,Yes,0.02,117.21,30.25,28.62,14.90,3.29,1.86,34.68,0x0,0x0,0,0,176.71,11.46,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,0.00,117.36,28.30,34.73,14.92,3.34,1.86,30.65,0x0,0x0,0,0,158.28,10.26,0.00,Yes,0.00,117.24,30.28,28.62,14.90,3.29,1.86,34.70,0x0,0x0,0,0,166.56,10.80,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,3.63,114.82,28.30,34.73,14.89,3.34,1.87,30.63,0x0,0x2,0,0,160.47,10.41,12.97,Yes,3.51,114.73,30.30,28.69,14.89,3.29,1.86,34.71,0x0,0x2,0,0,169.77,11.01,13.11,Manual,0.21,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,3.99,114.51,28.29,34.73,14.89,3.34,1.87,30.64,0x0,0x2,0,0,179.35,11.63,12.93,Yes,3.81,114.40,30.33,28.69,14.89,3.29,1.86,34.74,0x0,0x2,0,0,191.55,12.42,13.13,Manual,0.21,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,0.00,117.36,28.26,34.81,14.92,3.34,1.87,30.67,0x0,0x0,0,0,186.08,12.07,0.00,Yes,0.00,117.24,30.35,28.69,14.90,3.29,1.86,34.79,0x0,0x0,0,0,184.39,11.96,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,0.00,117.35,28.25,34.81,14.92,3.34,1.86,30.70,0x0,0x0,0,0,175.58,11.39,0.00,Yes,0.00,117.25,30.35,28.69,14.90,3.29,1.86,34.80,0x0,0x0,0,0,174.10,11.29,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
Yes,1.31,116.74,28.24,34.81,14.89,3.34,1.87,30.71,0x0,0x2,0,0,184.94,11.99,3.04,Yes,1.03,116.62,30.36,28.77,14.89,3.29,1.86,34.81,0x0,0x2,0,0,183.23,11.88,3.15,Manual,0.04,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6660,3.2088,3.0800,3.7678,3.4716,3.0144,3.7105,3.1166,3.0973,3.7660,3.5310,3.6636,2.9157,3.1174,3.7672,3.5029,2.7650,3.7117,3.2438,3.1623,3.7732,3.5180,3.6668,3.1595,3.0722,3.7220,3.5558,2.9385,3.7060,3.2240,3.1423,4748801,105.9359,211871.86,5265187,11.6730,23345.96,391096,-0.00,-3.899898,1497366,-0.01,-17.597572,1827306,0.01,21.688679,140146,0.00,0.020543,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,931.00,55.41,1103.00,49.40,1048.00,51.23,930.00,55.45,912.00,56.13,920.00,55.82,1014.00,52.40,1106.00,49.30,1262.00,44.50,1180.00,46.96,1146.00,48.02,1124.00,48.72,1018.00,52.26,999.00,52.93,1065.00,50.65,1140.00,48.21,1081.00,50.12,1125.00,48.69,1192.00,46.59,1074.00,50.35,1201.00,46.32,1190.00,46.65,1073.00,50.39,4092.00,-86.62,1062.00,50.75,998.00,52.96,939.00,55.11,909.00,56.25,969.00,54.00,975.00,53.78,1046.00,51.29,1118.00,48.91,56.25,2.77,3.77,1.00,1.00,0x0,6,
