Motor0_HasMotorID,Motor0_BusCurrent,Motor0_BusVoltage,Motor0_HeatsinkTemp,Motor0_MotorTemp,Motor0_Rail15V,Motor0_Rail3V3,Motor0_Rail1V9,Motor0_DSPTemp,Motor0_ErrorFlags,Motor0_LimitFlags,Motor0_ReceiveErrorCount,Motor0_TransmitErrorCount,Motor0_MotorVelocity,Motor0_VehicleVelocity,Motor0_PhaseBCurrent,Motor1_HasMotorID,Motor1_BusCurrent,Motor1_BusVoltage,Motor1_HeatsinkTemp,Motor1_MotorTemp,Motor1_Rail15V,Motor1_Rail3V3,Motor1_Rail1V9,Motor1_DSPTemp,Motor1_ErrorFlags,Motor1_LimitFlags,Motor1_ReceiveErrorCount,Motor1_TransmitErrorCount,Motor1_MotorVelocity,Motor1_VehicleVelocity,Motor1_PhaseBCurrent,DriveMode,ThrottleADC,RegenADC,BrakePedalADC,CruiseDownOn,CruiseUpOn,ReverseOn,HornOn,LockOn,RearviewOn,PowerSaveOn,LeftTurnOn,RightTurnOn,MPPT_A0_Current,MPPT_A0_Power,MPPT_A0_Temperature,MPPT_A0_VoltageIn,MPPT_A0_VoltageOut,MPPT_A1_Current,MPPT_A1_Power,MPPT_A1_Temperature,MPPT_A1_VoltageIn,MPPT_A1_VoltageOut,MPPT_B0_Current,MPPT_B0_Power,MPPT_B0_Temperature,MPPT_B0_VoltageIn,MPPT_B0_VoltageOut,MPPT_B1_Current,MPPT_B1_Power,MPPT_B1_Temperature,MPPT_B1_VoltageIn,MPPT_B1_VoltageOut,MPPT_C0_Current,MPPT_C0_Power,MPPT_C0_Temperature,MPPT_C0_VoltageIn,MPPT_C0_VoltageOut,MPPT_C1_Current,MPPT_C1_Power,MPPT_C1_Temperature,MPPT_C1_VoltageIn,MPPT_C1_VoltageOut,CellVoltages_0,CellVoltages_1,CellVoltages_2,CellVoltages_3,CellVoltages_4,CellVoltages_5,CellVoltages_6,CellVoltages_7,CellVoltages_8,CellVoltages_9,CellVoltages_10,CellVoltages_11,CellVoltages_12,CellVoltages_13,CellVoltages_14,CellVoltages_15,CellVoltages_16,CellVoltages_17,CellVoltages_18,CellVoltages_19,CellVoltages_20,CellVoltages_21,CellVoltages_22,CellVoltages_23,CellVoltages_24,CellVoltages_25,CellVoltages_26,CellVoltages_27,CellVoltages_28,CellVoltages_29,CellVoltages_30,MCP_HighVoltVS_RawData,MCP_HighVoltVS_Voltage,MCP_HighVoltVS_Current,MCP_LowVoltVS_RawData,MCP_LowVoltVS_Voltage,MCP_LowVoltVS_Current,MCP_MC0IS_RawData,MCP_MC0IS_Voltage,MCP_MC0IS_Current,MCP_MC1IS_RawData,MCP_MC1IS_Voltage,MCP_MC1IS_Current,MCP_BattIS_RawData,MCP_BattIS_Voltage,MCP_BattIS_Current,MCP_ArrayIS_RawData,MCP_ArrayIS_Voltage,MCP_ArrayIS_Current,MCP_Initialized,Battery_ChargeEnabled,BoardStatus_HighsideOn,BoardStatus_LowsideOn,BoardStatus_PrechargeOn,BoardStatus_LowVoltageOn,BoardStatus_HighVoltageBuckOn,BoardStatus_BuzzerOn,BoardStatus_HC0ADC,BoardStatus_HC1ADC,Thermistor_RawValue0,Thermistor_Temperature0,Thermistor_RawValue1,Thermistor_Temperature1,Thermistor_RawValue2,Thermistor_Temperature2,Thermistor_RawValue3,Thermistor_Temperature3,Thermistor_RawValue4,Thermistor_Temperature4,Thermistor_RawValue5,Thermistor_Temperature5,Thermistor_RawValue6,Thermistor_Temperature6,Thermistor_RawValue7,Thermistor_Temperature7,Thermistor_RawValue8,Thermistor_Temperature8,Thermistor_RawValue9,Thermistor_Temperature9,Thermistor_RawValue10,Thermistor_Temperature10,Thermistor_RawValue11,Thermistor_Temperature11,Thermistor_RawValue12,Thermistor_Temperature12,Thermistor_RawValue13,Thermistor_Temperature13,Thermistor_RawValue14,Thermistor_Temperature14,Thermistor_RawValue15,Thermistor_Temperature15,Thermistor_RawValue16,Thermistor_Temperature16,Thermistor_RawValue17,Thermistor_Temperature17,Thermistor_RawValue18,Thermistor_Temperature18,Thermistor_RawValue19,Thermistor_Temperature19,Thermistor_RawValue20,Thermistor_Temperature20,Thermistor_RawValue21,Thermistor_Temperature21,Thermistor_RawValue22,Thermistor_Temperature22,Thermistor_RawValue23,Thermistor_Temperature23,Thermistor_RawValue24,Thermistor_Temperature24,Thermistor_RawValue25,Thermistor_Temperature25,Thermistor_RawValue26,Thermistor_Temperature26,Thermistor_RawValue27,Thermistor_Temperature27,Thermistor_RawValue28,Thermistor_Temperature28,Thermistor_RawValue29,Thermistor_Temperature29,Thermistor_RawValue30,Thermistor_Temperature30,Thermistor_RawValue31,Thermistor_Temperature31,Thermistor_MaxTemp,Battery_MinCellVoltage,Battery_MaxCellVoltage,Battery_ThrottleCurrentLimit,Battery_RegenCurrentLimit,BMS_Flags,BMS_State
Yes,0.00,118.85,29.28,28.19,14.92,3.34,1.87,31.08,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.71,30.49,28.07,14.90,3.29,1.86,35.68,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.26,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7698,3.8277,3.8286,3.8294,3.8279,3.8282,3.8257,3.8336,3.8276,3.8285,3.8895,3.7668,3.8532,3.8263,3.8266,3.8246,3.8749,3.8341,3.8271,3.8766,3.8301,3.8262,3.7640,3.8285,3.8278,3.8284,3.8288,3.8286,3.8275,3.8269,3.8127,5348499,119.3331,238666.20,5383638,11.9349,23869.78,71948,0.00,0.003475,68586,0.00,0.004774,73972,0.00,0.041384,142194,0.00,0.007962,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,947.00,54.81,914.00,56.05,805.00,60.48,779.00,61.62,823.00,59.71,880.00,57.38,951.00,54.66,1082.00,50.09,1002.00,52.82,968.00,54.04,965.00,54.15,879.00,57.42,863.00,58.06,904.00,56.44,974.00,53.82,940.00,55.07,959.00,54.37,1018.00,52.26,934.00,55.30,1004.00,52.75,1002.00,52.82,895.00,56.79,4089.00,-79.06,904.00,56.44,862.00,58.10,832.00,59.33,787.00,61.26,859.00,58.22,848.00,58.67,898.00,56.67,953.00,54.59,61.62,3.76,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.86,29.28,28.19,14.92,3.34,1.87,31.09,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.73,30.49,28.07,14.90,3.29,1.86,35.68,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.26,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7700,3.8279,3.8289,3.8297,3.8281,3.8284,3.8260,3.8339,3.8278,3.8286,3.8896,3.7670,3.8534,3.8265,3.8269,3.8247,3.8751,3.8344,3.8273,3.8767,3.8302,3.8265,3.7642,3.8286,3.8280,3.8285,3.8289,3.8288,3.8277,3.8270,3.8128,5349076,119.3460,238691.98,5389720,11.9483,23896.68,71874,0.00,0.004380,68992,-0.00,-0.000228,73806,0.00,0.039335,141650,0.00,0.011303,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,813.00,60.14,949.00,54.74,915.00,56.02,806.00,60.44,780.00,61.57,824.00,59.67,880.00,57.38,950.00,54.70,1081.00,50.12,999.00,52.93,966.00,54.11,965.00,54.15,880.00,57.38,862.00,58.10,906.00,56.36,973.00,53.86,938.00,55.15,959.00,54.37,1015.00,52.36,933.00,55.33,1006.00,52.68,1003.00,52.78,895.00,56.79,4092.00,-86.62,904.00,56.44,862.00,58.10,835.00,59.21,787.00,61.26,859.00,58.22,850.00,58.59,898.00,56.67,953.00,54.59,61.57,3.76,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.86,29.28,28.19,14.92,3.34,1.87,31.10,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.74,30.49,28.07,14.90,3.29,1.86,35.69,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.24,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7702,3.8282,3.8291,3.8298,3.8282,3.8285,3.8263,3.8342,3.8280,3.8288,3.8899,3.7671,3.8537,3.8267,3.8270,3.8249,3.8755,3.8346,3.8274,3.8770,3.8304,3.8266,3.7644,3.8289,3.8283,3.8288,3.8292,3.8290,3.8280,3.8273,3.8131,5349095,119.3464,238692.83,5388669,11.9460,23892.03,71816,0.00,0.005089,68886,0.00,0.001078,73989,0.00,0.041594,142217,0.00,0.007820,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,813.00,60.14,948.00,54.77,914.00,56.05,806.00,60.44,779.00,61.62,822.00,59.75,881.00,57.34,950.00,54.70,1081.00,50.12,1002.00,52.82,967.00,54.07,964.00,54.18,880.00,57.38,864.00,58.02,904.00,56.44,974.00,53.82,941.00,55.03,958.00,54.40,1015.00,52.36,934.00,55.30,1005.00,52.71,1004.00,52.75,896.00,56.75,4088.00,-77.31,905.00,56.40,862.00,58.10,834.00,59.25,789.00,61.17,859.00,58.22,850.00,58.59,898.00,56.67,952.00,54.62,61.53,3.76,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.85,29.28,28.19,14.92,3.34,1.87,31.11,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.74,30.47,28.00,14.90,3.29,1.86,35.69,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.23,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7703,3.8282,3.8292,3.8299,3.8283,3.8287,3.8262,3.8342,3.8281,3.8289,3.8900,3.7673,3.8538,3.8269,3.8271,3.8252,3.8757,3.8346,3.8276,3.8772,3.8305,3.8267,3.7645,3.8291,3.8284,3.8290,3.8293,3.8292,3.8280,3.8274,3.8132,5349703,119.3600,238719.98,5382582,11.9326,23865.11,72201,0.00,0.000380,68984,-0.00,-0.000129,73579,0.00,0.036532,142139,0.00,0.008299,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,947.00,54.81,914.00,56.05,806.00,60.44,779.00,61.62,822.00,59.75,880.00,57.38,953.00,54.59,1080.00,50.15,1000.00,52.89,968.00,54.04,964.00,54.18,880.00,57.38,864.00,58.02,905.00,56.40,972.00,53.89,938.00,55.15,958.00,54.40,1015.00,52.36,936.00,55.22,1006.00,52.68,1004.00,52.75,896.00,56.75,4090.00,-81.09,905.00,56.40,861.00,58.14,834.00,59.25,787.00,61.26,859.00,58.22,849.00,58.63,898.00,56.67,953.00,54.59,61.62,3.76,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.88,29.27,28.19,14.92,3.34,1.87,31.11,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.74,30.49,28.00,14.90,3.29,1.86,35.70,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.26,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7706,3.8286,3.8295,3.8302,3.8286,3.8288,3.8264,3.8344,3.8283,3.8292,3.8903,3.7675,3.8539,3.8269,3.8273,3.8253,3.8759,3.8348,3.8278,3.8774,3.8309,3.8269,3.7647,3.8292,3.8286,3.8291,3.8294,3.8292,3.8281,3.8276,3.8134,5349637,119.3585,238717.05,5383622,11.9349,23869.71,72061,0.00,0.002092,68284,0.00,0.008495,73285,0.00,0.032902,141877,0.00,0.009909,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,947.00,54.81,914.00,56.05,806.00,60.44,778.00,61.66,822.00,59.75,881.00,57.34,950.00,54.70,1081.00,50.12,1002.00,52.82,968.00,54.04,964.00,54.18,879.00,57.42,863.00,58.06,906.00,56.36,974.00,53.82,938.00,55.15,958.00,54.40,1015.00,52.36,935.00,55.26,1006.00,52.68,1002.00,52.82,896.00,56.75,4090.00,-81.09,902.00,56.52,863.00,58.06,833.00,59.29,789.00,61.17,859.00,58.22,848.00,58.67,898.00,56.67,955.00,54.51,61.66,3.76,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.88,29.26,28.19,14.92,3.34,1.87,31.13,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.74,30.49,28.00,14.90,3.29,1.86,35.72,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.24,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7708,3.8286,3.8296,3.8304,3.8288,3.8290,3.8267,3.8348,3.8287,3.8294,3.8906,3.7678,3.8543,3.8271,3.8274,3.8255,3.8764,3.8353,3.8280,3.8779,3.8311,3.8272,3.7650,3.8296,3.8289,3.8294,3.8297,3.8295,3.8285,3.8279,3.8138,5350214,119.3714,238742.83,5381311,11.9297,23859.49,71872,0.00,0.004404,68904,0.00,0.000857,73336,0.00,0.033532,142244,0.00,0.007654,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,948.00,54.77,913.00,56.09,806.00,60.44,780.00,61.57,822.00,59.75,882.00,57.30,951.00,54.66,1081.00,50.12,1001.00,52.85,966.00,54.11,963.00,54.22,880.00,57.38,865.00,57.98,906.00,56.36,973.00,53.86,939.00,55.11,957.00,54.44,1017.00,52.29,934.00,55.30,1003.00,52.78,1004.00,52.75,894.00,56.83,4090.00,-81.09,904.00,56.44,861.00,58.14,833.00,59.29,790.00,61.13,860.00,58.18,850.00,58.59,897.00,56.71,953.00,54.59,61.62,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.88,29.26,28.10,14.92,3.34,1.87,31.14,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.74,30.49,28.00,14.90,3.29,1.86,35.72,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.24,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7710,3.8289,3.8300,3.8305,3.8288,3.8292,3.8269,3.8348,3.8287,3.8294,3.8908,3.7679,3.8545,3.8274,3.8277,3.8257,3.8764,3.8354,3.8281,3.8779,3.8312,3.8273,3.7650,3.8296,3.8292,3.8296,3.8299,3.8298,3.8286,3.8280,3.8138,5350171,119.3705,238740.91,5384613,11.9370,23874.10,72095,0.00,0.001677,69126,-0.00,-0.001878,73695,0.00,0.037964,142673,0.00,0.005019,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,947.00,54.81,913.00,56.09,807.00,60.39,779.00,61.62,821.00,59.80,880.00,57.38,950.00,54.70,1080.00,50.15,1001.00,52.85,968.00,54.04,964.00,54.18,880.00,57.38,865.00,57.98,905.00,56.40,973.00,53.86,939.00,55.11,958.00,54.40,1015.00,52.36,934.00,55.30,1006.00,52.68,1004.00,52.75,894.00,56.83,4091.00,-83.54,904.00,56.44,863.00,58.06,833.00,59.29,789.00,61.17,858.00,58.26,849.00,58.63,897.00,56.71,953.00,54.59,61.62,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.89,29.26,28.19,14.92,3.34,1.87,31.17,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.73,30.47,28.00,14.90,3.29,1.86,35.72,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.24,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7710,3.8290,3.8300,3.8306,3.8290,3.8293,3.8270,3.8350,3.8289,3.8297,3.8910,3.7679,3.8546,3.8275,3.8277,3.8257,3.8766,3.8354,3.8283,3.8781,3.8313,3.8275,3.7651,3.8298,3.8292,3.8296,3.8300,3.8298,3.8288,3.8281,3.8139,5350586,119.3797,238759.44,5387335,11.9431,23886.13,72199,0.00,0.000405,69068,-0.00,-0.001164,73778,0.00,0.038989,142483,0.00,0.006186,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,809.00,60.31,947.00,54.81,914.00,56.05,805.00,60.48,780.00,61.57,821.00,59.80,880.00,57.38,951.00,54.66,1081.00,50.12,1000.00,52.89,967.00,54.07,963.00,54.22,880.00,57.38,864.00,58.02,905.00,56.40,974.00,53.82,940.00,55.07,958.00,54.40,1017.00,52.29,934.00,55.30,1004.00,52.75,1003.00,52.78,895.00,56.79,4089.00,-79.06,903.00,56.48,862.00,58.10,834.00,59.25,788.00,61.22,860.00,58.18,849.00,58.63,898.00,56.67,953.00,54.59,61.57,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.89,29.26,28.19,14.92,3.34,1.87,31.18,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.75,30.49,28.00,14.90,3.29,1.86,35.75,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.23,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7712,3.8289,3.8301,3.8308,3.8291,3.8294,3.8271,3.8351,3.8290,3.8297,3.8910,3.7681,3.8546,3.8275,3.8278,3.8258,3.8766,3.8356,3.8284,3.8782,3.8314,3.8275,3.7653,3.8299,3.8294,3.8298,3.8301,3.8300,3.8289,3.8282,3.8140,5350685,119.3819,238763.86,5386189,11.9405,23881.06,71935,0.00,0.003634,69084,-0.00,-0.001361,73300,0.00,0.033087,141775,0.00,0.010535,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,948.00,54.77,913.00,56.09,806.00,60.44,779.00,61.62,822.00,59.75,881.00,57.34,951.00,54.66,1080.00,50.15,1002.00,52.82,966.00,54.11,966.00,54.11,879.00,57.42,864.00,58.02,904.00,56.44,975.00,53.78,940.00,55.07,956.00,54.48,1014.00,52.40,934.00,55.30,1005.00,52.71,1002.00,52.82,894.00,56.83,4090.00,-81.09,904.00,56.44,863.00,58.06,834.00,59.25,790.00,61.13,857.00,58.30,849.00,58.63,898.00,56.67,952.00,54.62,61.57,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.89,29.26,28.19,14.92,3.34,1.87,31.20,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.74,30.47,28.00,14.90,3.29,1.86,35.75,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.20,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7713,3.8292,3.8302,3.8309,3.8292,3.8295,3.8271,3.8351,3.8290,3.8298,3.8912,3.7680,3.8548,3.8276,3.8280,3.8261,3.8770,3.8357,3.8285,3.8783,3.8314,3.8277,3.7654,3.8301,3.8294,3.8299,3.8302,3.8299,3.8290,3.8284,3.8141,5350877,119.3862,238772.45,5382928,11.9333,23866.64,71540,0.00,0.008465,68852,0.00,0.001497,73596,0.00,0.036742,142196,0.00,0.007949,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,811.00,60.22,947.00,54.81,914.00,56.05,807.00,60.39,779.00,61.62,822.00,59.75,881.00,57.34,951.00,54.66,1080.00,50.15,1000.00,52.89,967.00,54.07,962.00,54.26,880.00,57.38,862.00,58.10,904.00,56.44,975.00,53.78,939.00,55.11,958.00,54.40,1014.00,52.40,934.00,55.30,1004.00,52.75,1003.00,52.78,896.00,56.75,4091.00,-83.54,905.00,56.40,862.00,58.10,834.00,59.25,788.00,61.22,860.00,58.18,849.00,58.63,899.00,56.63,955.00,54.51,61.62,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.90,29.25,28.19,14.92,3.34,1.87,31.21,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.75,30.47,28.00,14.90,3.29,1.86,35.75,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.24,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7715,3.8294,3.8304,3.8310,3.8293,3.8296,3.8272,3.8353,3.8290,3.8299,3.8912,3.7683,3.8550,3.8278,3.8280,3.8261,3.8770,3.8358,3.8285,3.8785,3.8316,3.8278,3.7655,3.8301,3.8295,3.8300,3.8303,3.8300,3.8291,3.8284,3.8142,5350782,119.3841,238768.20,5380022,11.9269,23853.79,72028,0.00,0.002496,68804,0.00,0.002089,73579,0.00,0.036532,142312,0.00,0.007237,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,812.00,60.18,949.00,54.74,914.00,56.05,806.00,60.44,779.00,61.62,823.00,59.71,880.00,57.38,950.00,54.70,1081.00,50.12,1002.00,52.82,967.00,54.07,963.00,54.22,880.00,57.38,864.00,58.02,903.00,56.48,974.00,53.82,938.00,55.15,957.00,54.44,1015.00,52.36,934.00,55.30,1006.00,52.68,1004.00,52.75,895.00,56.79,4090.00,-81.09,904.00,56.44,863.00,58.06,835.00,59.21,787.00,61.26,859.00,58.22,850.00,58.59,898.00,56.67,954.00,54.55,61.62,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.89,29.25,28.19,14.92,3.34,1.87,31.22,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.75,30.46,28.00,14.90,3.29,1.86,35.76,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.21,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7714,3.8293,3.8303,3.8311,3.8293,3.8296,3.8273,3.8354,3.8293,3.8299,3.8913,3.7683,3.8550,3.8278,3.8281,3.8261,3.8772,3.8360,3.8286,3.8786,3.8317,3.8278,3.7656,3.8303,3.8297,3.8301,3.8304,3.8301,3.8292,3.8284,3.8143,5350897,119.3867,238773.34,5386695,11.9417,23883.30,72040,0.00,0.002349,68688,0.00,0.003518,73646,0.00,0.037359,142394,0.00,0.006733,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,810.00,60.26,949.00,54.74,913.00,56.09,806.00,60.44,779.00,61.62,821.00,59.80,881.00,57.34,949.00,54.74,1083.00,50.05,1001.00,52.85,966.00,54.11,964.00,54.18,881.00,57.34,865.00,57.98,905.00,56.40,974.00,53.82,939.00,55.11,958.00,54.40,1017.00,52.29,934.00,55.30,1007.00,52.64,1003.00,52.78,897.00,56.71,4090.00,-81.09,903.00,56.48,861.00,58.14,833.00,59.29,789.00,61.17,858.00,58.26,849.00,58.63,897.00,56.71,954.00,54.55,61.57,3.77,3.89,1.00,1.00,0x0,6,
Yes,0.00,118.90,29.24,28.19,14.92,3.34,1.87,31.23,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,118.76,30.46,28.00,14.90,3.29,1.86,35.76,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.24,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7716,3.8295,3.8305,3.8312,3.8294,3.8297,3.8275,3.8356,3.8295,3.8302,3.8915,3.7684,3.8551,3.8280,3.8283,3.8262,3.8773,3.8360,3.8287,3.8788,3.8318,3.8280,3.7657,3.8304,3.8297,3.8302,3.8305,3.8303,3.8293,3.8287,3.8144,5351230,119.3941,238788.22,5386282,11.9407,23881.48,72041,0.00,0.002337,68785,0.00,0.002323,73650,0.00,0.037409,142172,0.00,0.008097,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,811.00,60.22,948.00,54.77,915.00,56.02,805.00,60.48,779.00,61.62,822.00,59.75,881.00,57.34,950.00,54.70,1084.00,50.02,1000.00,52.89,966.00,54.11,963.00,54.22,881.00,57.34,863.00,58.06,904.00,56.44,973.00,53.86,939.00,55.11,957.00,54.44,1017.00,52.29,933.00,55.33,1006.00,52.68,1003.00,52.78,897.00,56.71,4090.00,-81.09,903.00,56.48,861.00,58.14,832.00,59.33,788.00,61.22,859.00,58.22,850.00,58.59,898.00,56.67,954.00,54.55,61.62,3.77,3.89,1.00,1.00,0x0,6,
